source,title,company,description,education,experience,contract,region,skills,date,url,logo,job_type,work_mode,salary,published,modified,location,date_posted,date_ago,see_more
Emploitunisie,Monitrice pour Chaine de Production Textile - Ksar Said,CONFEXPORT,Ste de confection totalement exportatrice base a Tunis cherche à recruter une Monitrice pour Chaine de Production Textile  . la mission du poste consiste a : Assurer le suivi de l alimentation des chaines selon le planning de production Respecter le planning de production Contrôler le rendement des ouvrières et assurer une analyse de la production Assurer l aménagement des postes  Tenir a jour les fiches de suivi de la production Assurer le lancement des modèles conformément aux dossiers techniques . Assurer la formation continue des ouvrières pour améliorer leur degré de polyvalence. Assurer la qualité des produits confectionnes,"Qualification avant bac, Bac, Bac+1 & Bac+2",N/A,CDI,Tunis,Confection - Maintenance - Planning de Production - Production - Qualité,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/monitrice-chaine-production-textile-ksar-said-290389,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/logo_confexport.jpg?itok=BoUJ7hlh,,,,,,,,,
Emploitunisie,Sales Experts - Sfax,FOODOMARKET,"Vous maîtrisez l'anglais ? Vous avez un talent pour la vente et souhaitez travailler dans une entreprise à forte croissance et portée internationale ? C'est le moment de rejoindre notre équipe !  Votre mission : Accompagner le développement de FOODOMARKET sur les marchés anglophones (New York / Los Angeles). Échanger avec des professionnels du secteur agroalimentaire, comprendre leurs besoins et leur proposer des solutions adaptées.","Bac+3, Bac+4 & Bac+5 et plus",N/A,CDI,Sfax,Vente,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/sales-experts-sfax-290511,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/screenshot_2025-09-11_131531.png?itok=_F5cnbm2,,,,,,,,,
Emploitunisie,Technicien Electomecanique Plomberie - Manouba,GENERAL WATERS TUNISIE,Nous recherchons un Technicien Electomécanique Plomberie  polyvalent.,"Bac, Bac+1, Bac+2 & Bac+3",N/A,CDI & CDD,Ariana & Tunis,Électromécanique - Plomberie - Production - Qualité,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/technicien-electomecanique-plomberie-manouba-290539,https://www.emploitunisie.com/sites/all/themes/africawork3/img/default-logo.png,,,,,,,,,
Emploitunisie,Dispatcheur Bilingue : Français et Anglais - Tunis,HAIMOUR INTERNATIONAL,"Nous sommes à la recherche des  Dispatcheurs Bilingue : Français et  Anglais. Le dispatcheur est un organisateur de transports. C’est un spécialiste de la logistique. Il/elle supervise et contrôle l'acheminement en amont et la livraison des clients TOP VIP avec le souci de la meilleure rentabilité et qualité possible. Le dispatcheur est aussi un négociateur, il tient compte de tous les paramètres financiers de l'opération pour dégager une rentabilité suffisante pour le transporteur. Rattaché au responsable Logistique, vous assurez la programmation optimisée des commandes des clients . A ce titre, vos principales tâches sont : Préparation de l’état de dispatching Récupération des commandes...","Bac, Bac+1, Bac+2, Bac+3, Bac+4 & Bac+5 et plus",N/A,CDI,Tunis,Acheminement - Dispatching - Distribution - Optimisation Logistique - Planification de Transport - Transport,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/dispatcheur-bilingue-francais-anglais-tunis-290806,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/whatsapp_image_2025-05-09_at_17.26.35_1_1_page-0001.jpg?itok=efx4gIkR,,,,,,,,,
Emploitunisie,Magasinier Gestionnaire de Stocks - Sfax,COMPTOIR SANITAIRE SFAXIEN,"Nous recherchons un Magasinier Gestionnaire de Stocks  pour participer à nos opérations et activités d’entrepôt. Les responsabilités du  magasinier  comprennent le stockage de matériaux, la préparation des commandes, l’emballage et la numérisation des commandes. L’objectif de ce poste est d’accroître l’efficacité, la rentabilité et la satisfaction de la clientèle.","Bac, Bac+1, Bac+2, Bac+3, Bac+4 & Bac+5 et plus",N/A,CDI,Sfax,N/A,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/magasinier-gestionnaire-stocks-sfax-291602,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/logo_c2sm.png?itok=5QFG7Xfw,,,,,,,,,
Emploitunisie,Comptable - Sfax,COMPTOIR SANITAIRE SFAXIEN,"Nous sommes à la recherche d'un  Comptable. Missions : La paie le contrôle de la tenue des comptes (saisie comptable, numérotation et classement des pièces comptables, travaux de révision, clôture des comptes…) la gestion et l’analyse des chiffres d’affaires d’une entreprise la rédaction des documents juridiques. définition du plan comptable appliqué et suivi de sa mise en œuvre l’établissement d’un bilan et la fixation des objectifs la réalisation de diagnostics financiers la production et la supervision des états financiers de l’entreprise dans le respect des normes comptables. la participation au développement des outils de décision destinés au management la...","Bac, Bac+1, Bac+2, Bac+3, Bac+4 & Bac+5 et plus",N/A,CDI,Sfax,Audit - Comptabilité - États Financiers - Finance - Gestion,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/comptable-sfax-291607,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/logo_c2sm.png?itok=5QFG7Xfw,,,,,,,,,
Emploitunisie,Marketing Digitale - Sfax,COMPTOIR SANITAIRE SFAXIEN,"Nous recherchons un(e) personnel(le) qualifié(e) dans  l'ensemble des techniques de marketing utilisées sur les canaux numériques pour promouvoir des produits sanitaires, piscine, robinetterie et quincaillerie générale pour augmenter les ventes, et améliorer la visibilité de notre entreprise . Il englobe la création, la diffusion et la promotion de contenu en ligne à travers divers canaux tels que les réseaux sociaux, les moteurs de recherche, le marketing par e-mail, et la publicité en ligne.","Bac+3, Bac+4 & Bac+5 et plus",N/A,CDI & CDD,Sfax,Communication - Marketing - Publicité,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/marketing-digitale-sfax-291618,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/logo_c2sm.png?itok=5QFG7Xfw,,,,,,,,,
Emploitunisie,Commercial - Sfax,COMPTOIR SANITAIRE SFAXIEN,"Nous sommes à la recherche d'un Commercial. Un  agent indépendant chargé de négocier et éventuellement conclure des contrats de vente ou de prestations de services au nom et pour le compte d'entreprises qui  prospecte, démarche et fidélise les clients","Bac, Bac+1, Bac+2, Bac+3, Bac+4 & Bac+5 et plus",N/A,CDI & CDD,Sfax,Vente,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/commercial-sfax-291630,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/logo_c2sm.png?itok=5QFG7Xfw,,,,,,,,,
Emploitunisie,Technicien - Aouina,LABORATOIRE D'ANALYSES MÉDICALES,Laboratoire d'analyses médicales Mahmoud REKIK recrute des Techniciens en biologie médicale avec ou sans expérience ( niveau bac +3) maitrisant parfaitement le prélèvement sanguin et habitant de préférence aux alentours. (banlieue nord de Tunis).,"Qualification avant bac, Bac, Bac+1, Bac+2, Bac+3, Bac+4 & Bac+5 et plus",N/A,CDI & CDD,Tunis,Bactériologie - Biochimie - Biologie - Hématologie - Laboratoire - Prélèvement Sanguin,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/technicien-aouina-292553,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/11_0.png?itok=Lc5o_u6S,,,,,,,,,
Emploitunisie,Dessinateur Projeteur en Génie Civil - Midoun,BIM STRUCTURAL MODELING,"Bureau d'étude dans le secteur du génie civil, axé sur le BIM.Nous recherchons un  Dessinateur Projeteur En Génie Civil. Missions :  Dessin de Coffrage et Ferraillage (Métier + Logiciels BIM)  Formation interne pour vous familiariser avec nos outils et méthodes","Bac+3, Bac+4 & Bac+5 et plus",N/A,"CDI, CDD & Stage",Médenine,BIM - Coffrage - Ferraillage,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/dessinateur-projeteur-genie-civil-midoun-293111,https://www.emploitunisie.com/sites/all/themes/africawork3/img/default-logo.png,,,,,,,,,
Emploitunisie,Technicien Électromécanique - Bni Khaled,NANI SARL,Nous sommes à la recherche d'un  Technicien Électromécanique. Missions : Travaux de conception mécanique des outils et des supports dédiées à l’utilisation des machines et des systèmes industriels pour l'industrialisation de nouveaux produits. Aider à l’amélioration des systèmes et processus de fabrication mécanique. Assistance technique lors de la production. Développement et essai des prototypes du point de vue mécanique.,Bac+5 et plus,N/A,CDI & CDD,Nabeul,Électromécanique - Fabrication Mécanique - Industrialisation - Machines - Maintenance - Processus - Production - Qualité,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/technicien-electromecanique-bni-khaled-293499,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/screenshot_2025-09-08_161959.png?itok=CW5vNl2R,,,,,,,,,
Emploitunisie,Enquêteur Téléphonique - Excellent français - Ariana,3C ETUDES,3C Etudes - depuis 23 ans (création en 2002) recrute pour son site de l’Ariana ou en télétravail 20 Télé-enquêteurs en journée ou en soirée. Enregistrez votre candidature sur notre site Web : 3cetudes.com/recrutement,"Bac, Bac+1, Bac+2, Bac+3, Bac+4 & Bac+5 et plus",N/A,"CDI, CDD & Temps partiel",Ariana,Communication - Marketing - Télémarketing,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/enqueteur-telephonique-excellent-francais-ariana-293850,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/051028_0942_logo_3c_etudes_-min_0.jpg?itok=FYH0jgnI,,,,,,,,,
Emploitunisie,Dessinateur Graphique - Bni Khaled,NANI SARL,Nous sommes à la recherche d'un  Dessinateur Graphique.,Bac+3,N/A,CDD,Nabeul,Infographie,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/dessinateur-graphique-bni-khaled-294948,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/screenshot_2025-09-08_161959.png?itok=CW5vNl2R,,,,,,,,,
Emploitunisie,Employée de Bureau - Tunis,AGENT D'ASSURANCE,"Agence d'assurances située aux Berges du Lac, recrute une Employée de Bureau en contrat CIVP (contrat d'insertion la vie professionnelle). Salaire proposés :700,DwT × CIVP.","Qualification avant bac, Bac, Bac+1, Bac+2, Bac+3 & Bac+4",N/A,CDI & CDD,Tunis,Communication - Comptabilité - Gestion - Marketing - Vente,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/employee-bureau-tunis-297508,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/assurance_professionnelle_contrat_entreprise_0.jpg?itok=ktZx-baU,,,,,,,,,
Emploitunisie,Human Resources Manager - Monastir,RK DIGITAL,"RK Digital is  looking for a highly experienced Human Resources Manager to join us. We need someone who can: Recruit and onboard top talent to grow our team. Communicate fluently in English , as we work closely with American clients. Support tech production projects with the right HR strategies. Handle contracts, policies, and team performance with professionalism. Lead and manage growth , as we scale to 40+ team members by mid-2026.   Competitive salary: 1200 DT – 1800 DT (depending on experience).","Bac+3, Bac+4 & Bac+5 et plus",N/A,CDI,Monastir,Communication RH - Formation - HR Management,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/human-resources-manager-monastir-297653,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/facture_entreprise_professionnel_moderne_minimaliste_beige_noir_2.png?itok=RxuksAY7,,,,,,,,,
Emploitunisie,Accountant Executive - Charguia 2,MYLERZ INTERNATIONAL TUNISIE,"Pour la première fois en Tunisie,  Mylerz  est une société de livraison de colis internationale qui propose une livraison rapide grâce à l'utilisation de technologies uniques pour assurer le transfert des colis d'une entité à l'autre . Mylerz Tunisie recrute  un Accountant Executive  qui  sera en charge de la gestion de la flotte de véhicules de l'entreprise. Il s'occupera du suivi des consommations, de l'archivage des documents relatifs aux véhicules et de la gestion des assurances. Il jouera un rôle essentiel dans la production de rapports analytiques sur l'utilisation des véhicules et dans l'optimisation des coûts liés à la flotte. Ce poste nécessite un fort...","Qualification avant bac, Bac, Bac+1, Bac+2, Bac+3 & Bac+4",N/A,CDI,Ariana,Comptabilité - Finance - Gestion,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/accountant-executive-charguia-2-297730,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/screenshot_2025-09-08_164406.png?itok=TWiwMShq,,,,,,,,,
Emploitunisie,Responsable Département d´Anglais - Sousse,IISC,Nous sommes à la recherche d'un  Responsable Département d'Anglais. 𝐌𝐢𝐬𝐬𝐢𝐨𝐧𝐬 : Assurer le suivi pédagogique des apprenants. Proposer des stratégies de développement. Participer à la création de contenus et animer ponctuellement des cours/ateliers. Représenter le département sur les réseaux sociaux.,"Bac+3, Bac+4 & Bac+5 et plus",N/A,CDI,Sousse,Communication - Leadership - Management - Marketing,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/responsable-departement-anglais-sousse-297818,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/screenshot_2025-09-08_165139.png?itok=Z-1dT2YH,,,,,,,,,
Emploitunisie,Technicien en Maintenance Industrielle - Sfax,PÂTISSERIE MASMOUDI,"Pâtisserie Masmoudi recrute Technicien en Maintenance Industrielle , sur Sfax. Jeune, dynamique, sérieux et Motivé Saisissez cette opportunité pour relancer votre carrière et faite de votre travail un plaisir toujours renouvelé",Bac+3,N/A,CDI & CDD,Sfax,Maintenance - Maintenance Industrielle - Production - Qualité,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/technicien-maintenance-industrielle-sfax-297831,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/logo_masmoudi_circulaire_rvb.png?itok=1B8YzZyL,,,,,,,,,
Emploitunisie,Conseiller(ère) Immobilier Terrain - Sousse,TECNOCASA KHZEMA,"TECNOCASA TUNISIE est devenue le premier groupe d'agence immobilières indépendantes du pays et compte actuellement 67 agences , recherche un(e)  Conseiller(ère) Immobilier Terrain  passionné(e) et dynamique pour rejoindre notre équipe à Sousse. Votre Mission : En tant que véritable acteur de terrain, vous serez responsable du développement de votre secteur et de l'accompagnement de vos clients dans la réalisation de leurs projets immobiliers. Vos principales missions comprendront : Prospection et développement commercial : Identifier et conquérir de nouveaux prospects vendeurs et acquéreurs sur votre secteur géographique. Mettre en place des actions de prospection terrain, pour...","Bac, Bac+1, Bac+2, Bac+3, Bac+4 & Bac+5 et plus",N/A,CDI,Sousse,Commercialisation - Communication - Comptabilité - Développement Commercial - Finance - Gestion - Prospection - Prospection Commerciale - Prospection Terrain - Réglementations - Vente,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/conseillerere-immobilier-terrain-sousse-297835,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/413964590_760892796072724_5426123809188336517_n.jpg?itok=xQMNCUbU,,,,,,,,,
Emploitunisie,Technicienne en Assurance - Berges Du Lac1..Tunis,AGENT D'ASSURANCE,"Nous sommes à la recherche d'une Technicienne en Assurance en contrat  CIVP.Avec ou sans expérience. Salaire 700,DT+CIVP.","Qualification avant bac, Bac, Bac+1, Bac+2, Bac+3 & Bac+4",N/A,"CDI, CDD & Intérim",Tunis,Communication - Comptabilité - Gestion - Marketing,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/technicienne-assurance-berges-lac1tunis-298254,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/assurance_professionnelle_contrat_entreprise_0.jpg?itok=ktZx-baU,,,,,,,,,
Emploitunisie,Chef d´Entretien - Zarzis,HORCHANI GROUP,"Nous sommes à la recherche d'un  Chef d'Entretien. Mission du poste Le Directeur technique est responsable du maintien en parfait état de l’établissement ,de la supervision du programme de maintenance préventive et corrective de tous les équipements et de toutes les installations techniques de l’hôtel, dans l’objectif de maintenir conformément aux standards de la Société, le bâtiment et ses installations dans d’excellentes conditions. Il encadre une équipe de techniciens et pilote les sociétés sous-traitantes intervenant dans l’établissement dans ses domaines de compétences. Missions Techniques : Optimise les coûts de maintenance et de réparation dans le cadre des contraintes...",Bac+4 & Bac+5 et plus,N/A,CDI,Médenine,Tourisme,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/chef-entretien-zarzis-298600,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/groupe_horchani_logo.png?itok=-lr6az-7,,,,,,,,,
Emploitunisie,Directeur Technique - Ben Arous,GROUPE BEN SALEM,"Dans le cadre de son développement,  notre groupe de confection , fort de plus de  37 ans d’expériences  dans le secteur, est en pleine expansion. Nous recherchons actuellement un Directeur Technique   "" Ingénieur Textile""  motivé et expérimenté , disposant d’une  expertise spécifique dans la confection de pantalons et de chemises , pour rejoindre notre équipe dynamique. Missions et Responsabilités Principales Gestion de la production : Planifier, organiser et superviser l'ensemble des opérations de production (coupe, confection, finition, emballage, etc.). Optimiser les flux de production et les processus pour améliorer l'efficacité et réduire les coûts....",Bac+5 et plus,N/A,CDI,Ben Arous,Amélioration Continue - Certifications ISO - Confection - Emballage - Énergie - Fabrication - Gestion de la Production - GPAO - Hygiène - Industrialisation - Machines - Maintenance - Maintenance Industrielle - Maîtrise Technique - Normes de Qualité - Processus - Production - Qualité,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/directeur-technique-ben-arous-298620,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/screenshot_2025-09-08_170825.png?itok=6A_LdCR6,,,,,,,,,
Emploitunisie,Livreur - Sfax,STE EXCELLENT.PMPM,On Cherche un Livreur à SFAX qui a pour mission : Préparer les commandes (gestion de stock) Livrer les commandes ( moto forza 90% et 10% voiture ),Qualification avant bac & Bac,N/A,CDD & Stage,Sfax,Transport,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/livreur-sfax-298626,https://www.emploitunisie.com/sites/all/themes/africawork3/img/default-logo.png,,,,,,,,,
Emploitunisie,Agent de Méthode - Ben Arous,GROUPE BEN SALEM,"Nous sommes à la recherche d'un  Agent de Méthode. Missions principales Analyser les dossiers techniques (plans, nomenclatures, cahiers des charges). Définir et rédiger les gammes de fabrication et de montage . Déterminer les temps standards de fabrication (chronométrage, méthode MTM, etc.). Concevoir ou améliorer les outillages et moyens de production . Participer à la mise en place de nouveaux produits ou process (industrialisation). Optimiser les flux de production (LEAN, 5S, Kaizen...). Gérer la documentation technique (fiches d’instruction, procédures…). Collaborer avec les équipes de production, qualité et maintenance. Proposer des axes d'amélioration...","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",N/A,CDI,Ben Arous & Mahdia,AMDEC - Amélioration Continue - Assemblage - Fabrication - Industrialisation - Maintenance - Montage - Procédés - Process - Production - Productique - Qualité - SMED - Usinage,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/agent-methode-ben-arous-298632,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/screenshot_2025-09-08_170825.png?itok=6A_LdCR6,,,,,,,,,
Emploitunisie,Technicien Conditionnement et Étiquetage (H/F) - ZI Sidi Daoued La Marsa,HEISENBERG LABORATORY,"Nous sommes à la recherche des  Techniciens Conditionnement et Étiquetage (H/F). Mission principale Vous participerez au processus de remplissage, étiquetage et conditionnement des produits dermocosmétiques fabriqués par Heisenberg Laboratory, dans le respect des normes qualité et bonnes pratiques de fabrication. Responsabilités Assurer les opérations de remplissage des produits Effectuer l’étiquetage et le conditionnement selon les procédures internes Contrôler la conformité des produits finis (qualité, quantité, présentation) Veiller au respect des normes d’hygiène, de sécurité et de qualité en vigueur Participer à l’entretien de base des machines et à la propreté des lieux Collaborer...","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",N/A,CDI,Tunis,BTP,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/technicien-conditionnement-etiquetage-hf-zi-sidi-daoued-marsa-298699,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/heisenberg_labo.png?itok=tVZ8r13Q,,,,,,,,,
Emploitunisie,Technicien de Production (H/F) - ZI Sidi Daoued la Marsa,HEISENBERG LABORATORY,"Nous sommes à la recherche des  Techniciens de Production (H/F). Mission principale Vous serez un acteur clé de la production dermocosmétique au sein d’un laboratoire certifié ISO 9001 &amp; ISO 22716. Votre rôle couvrira l’ensemble du processus, de la préparation des matières premières jusqu’au conditionnement final, en veillant au respect strict des Bonnes Pratiques de Fabrication (BPF) et des normes qualité internes.","Bac+3, Bac+4 & Bac+5 et plus",N/A,CDI,Tunis,Bonnes Pratiques de Fabrication - BPF - Étiquetage - Fabrication - Hygiène - Maintenance - Process - Processus - Production - Qualité - Viscosité,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/technicien-production-hf-zi-sidi-daoued-marsa-298705,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/heisenberg_labo.png?itok=tVZ8r13Q,,,,,,,,,
Emploitunisie,Télévendeur - Bizerte,CALL2TN,"Nous recrutons des Télévendeurs pour notre centre d’appels situé au centre-ville de Bizerte (présentiel, pas de télétravail). Vos principales missions : Contacter des clients potentiels par téléphone. Présenter nos produits et services de manière claire et convaincante. Assurer le suivi des prospects et finaliser les ventes. Atteindre les objectifs fixés et contribuer à la croissance de l’entreprise. Bénéficier d’une rémunération attractive : salaire fixe de 1100 DT net + primes illimitées selon vos performances .","Bac, Bac+1, Bac+2, Bac+3, Bac+4 & Bac+5 et plus",N/A,CDI & CDD,Bizerte,Vente,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/televendeurs-centre-appels-bizerte-bizerte-298814,https://www.emploitunisie.com/sites/all/themes/africawork3/img/default-logo.png,,,,,,,,,
Emploitunisie,Chauffeur (H/F) - Monastir,OMH TRAVEL SERVICE,"OMH Travel Service recrute un Chauffeur sérieux et expérimenté pour rejoindre son équipe. Missions principales : Assurer le transport des clients dans des conditions de confort et de sécurité. Respecter les itinéraires, les horaires et les consignes de l’entreprise. Maintenir le véhicule propre et en bon état de fonctionnement. Offrir un service professionnel, courtois et de qualité.","Qualification avant bac, Bac, Bac+1, Bac+2, Bac+3, Bac+4 & Bac+5 et plus",N/A,CDI & CDD,Monastir - Sousse & Tunis,Transport,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/chauffeur-hf-monastir-298902,https://www.emploitunisie.com/sites/all/themes/africawork3/img/default-logo.png,,,,,,,,,
Emploitunisie,Technicien Électromécanique - Tunis,SEGEHO,Nous sommes à la recherche d'un  Technicien Électromécanique.,Bac,N/A,Temps partiel,Tunis,Électromécanique - Maintenance - Maintenance Électromécanique - Production - Qualité,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/technicien-electromecanique-tunis-298909,https://www.emploitunisie.com/sites/all/themes/africawork3/img/default-logo.png,,,,,,,,,
Emploitunisie,Agent Immobilier - La Marsa,VIP REAL ESTATE,"L’agence VIP Real Estate, Tunisie cherche à renforcer son équipe et recrute un(e) Agent Immobilier  motivé(e) et dynamique. Missions : Prospecter de nouveaux biens immobiliers (vente et location). Assurer les visites avec les clients. Accompagner et conseiller les clients tout au long du processus. Négocier et finaliser les transactions. Nous offrons : Un cadre de travail motivant. Une formation et un accompagnement continu. commissions attractive","Qualification avant bac, Bac, Bac+1, Bac+2 & Bac+3",N/A,"CDD, Intérim & Freelance",Tunis,Accompagnement - Formation - Location - Vente,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/agent-immobilier-marsa-299141,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/logo_vip_.jpg?itok=xpoVb8RM,,,,,,,,,
Emploitunisie,Collaborateur - Lac 2,LA MEDITERRANÈE IMMOBILIÈRE,"L’immobilier vous plaît, vous attire, vous passionne, vous êtes charismatique, vous savez convaincre. Vous avez éventuellement une expérience dans le domaine de la transaction immobilière ou vous aimez les challenges. Vous avez la fibre commerciale, vous êtes rigoureux, organisé, enthousiaste, vous avez le goût du contact et vous souhaitez relever des transactions immobilières. Notre réseau « » recrute des Collaborateurs . Une opportunité pour travailler dans l’immobilier et intégrer un modèle d’avenir incontournable. Un modèle qui vous permet de travailler librement avec un solide accompagnement de l’équipe du Réseau « La Méditerranée Immobilière » très attachée à la proximité...","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",N/A,CDI,Tunis,Communication - Conseil - Marketing - Prospection - Vente,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/collaborateur-lac-2-299174,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/44597668_2350523998308809_6139745681952210944_o.jpg?itok=76Z8s39z,,,,,,,,,
Emploitunisie,"Assistant(e) Commercial et Marketing - Ben Arous , Megrine",M3S SOLUTIONS,"M3S Solutions, cabinet spécialisé dans la formation et le conseil, recrute un(e) Assistant(e) Commercial et Marketing afin de renforcer son équipe. Missions principales : Participer au développement commercial de l’entreprise. Assurer la prospection et le suivi des clients. Contribuer aux actions marketing et communication digitale. Gérer et animer les outils numériques (réseaux sociaux, emailing, supports de communication…). Participer aux déplacements pour rencontrer les clients et partenaires.",Bac+3,N/A,Intérim,Ben Arous,Actions Marketing - Communication - Communication Digitale - Développement Commercial - Emailing - Marketing - Prospection - Suivi des Clients - Vente,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/assistante-commercial-marketing-ben-arous-megrine-299194,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/screenshot_2025-09-09_121853.png?itok=sxKCvCeF,,,,,,,,,
Emploitunisie,Graphiste / Graphic Designer UI-UX - C03 et C04 au 1ére étage Bloc C au 75 Av,KARMA SOLUTION,"ARAMYS GROUP recrute un(e) Graphiste qui aura pour missions: Assurer la prise en charge des étapes du processus de création des collections homme, femme et enfant. Étudier la tendance et les nouveautés pour chaque saison. proposition et création de visuels, d’imprimés, de créations broderie, en fonction des thèmes définis. Réalisation du dossier technique et déclinaison pour chaque gamme coloris ; Créer des imprimés graphiques all over. Contrôle des visuels au niveau des prototypes. Créer les éléments de packaging et de labelling.","Qualification avant bac, Bac, Bac+1, Bac+2, Bac+3, Bac+4 & Bac+5 et plus",N/A,CDI & CDD,Ariana - Ben Arous - Manouba & Tunis,Graphisme - Maintenance - Packaging - Processus - Production - Qualité - Vente,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/graphiste-graphic-designer-ui-ux-c03-c04-1ere-etage-bloc-c-75-av-299250,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/logo_karma.png?itok=urpFFz5M,,,,,,,,,
Emploitunisie,Spécialiste Marketing Digital - Tunis,FARMAVANS,"Nous recherchons un(e) Spécialiste Marketing Digital polyvalent(e) pour rejoindre notre nouvelle agence et contribuer activement à son développement. Le candidat idéal possédera une formation académique en marketing et communication, avec une spécialisation en marketing digital, et une expérience confirmée dans la mise en œuvre de stratégies digitales. Responsabilités : Définir et piloter la stratégie digitale globale de l’agence. Gérer et optimiser les leviers d’acquisition (SEO, SEA, campagnes publicitaires). Développer et gérer des campagnes sur les réseaux sociaux et autres canaux digitaux. Coordonner les actions marketing avec l’équipe créative et commerciale. Suivre et analyser les performances...","Bac+3, Bac+4 & Bac+5 et plus",N/A,CDI & CDD,Tunis & International,N/A,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/specialiste-marketing-digital-tunis-299350,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/farmavans.png?itok=FVmHndRf,,,,,,,,,
